"GEO_ID","NAME","GEO_ID_F","NAICS2012","INDLEVEL","NAICS2012_LABEL","NAICS2012_F","SUBSECTOR","INDGROUP","SECTOR","COMM","COMM_LABEL","YEAR","VAL","TON","TMILE","AVGMILE","VAL_S","TON_S","TMILE_S","AVGMILE_S"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","37","Transportation equipment, not elsewhere classified","2017","20580","1238","573","989","15.1","43.9","40.6","7.2"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","38","Precision instruments and apparatus","2017","178223","4068","2334","764","5.8","23.1","20.4","4.4"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","64660","8297","5079","897","9.5","9.3","14.6","6.8"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","40","Miscellaneous manufactured products","2017","178371","18882","6946","844","4.5","11.7","6.0","4.1"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","41","Waste and scrap","2017","68428","213239","48938","159","4.6","5.0","5.5","7.3"
"0100000US","United States","null","423","3","Merchant wholesalers, durable goods","null","423","null","42","43","Mixed freight","2017","136258","24067","5321","328","4.3","6.9","8.1","7.8"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","0000","All Commodities","2017","671374","90319","31444","321","3.0","8.8","12.9","5.7"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","S","S","S","37","S","S","S","39.8"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","06","Milled grain products and preparations, and bakery products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","08","Alcoholic beverages","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","13","Other non-metallic minerals, not elsewhere classified ","2017","6","S","Z","S","13.5","S","39.5","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","17","Gasoline and aviation turbine fuel","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","18","Fuel oils","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","19","Other coal and petroleum products, not elsewhere classified","2017","1732","S","74","105","19.4","S","40.3","30.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","20","Basic chemicals","2017","275","S","11","244","22.8","S","47.4","45.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","21","Pharmaceutical products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","22","Fertilizers","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","23","Other chemical products and preparations, not elsewhere classified","2017","3038","342","23","S","49.8","30.5","34.5","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","24","Plastics and rubber","2017","91122","14614","6350","142","7.7","10.8","27.6","9.8"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","25","Logs and other wood in the rough","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","26","Wood products","2017","S","127","S","219","S","30.9","S","29.8"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","27","Pulp, newsprint, paper, and paperboard","2017","S","S","Z","S","S","S","35.6","S"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","28","Paper or paperboard articles","2017","349","S","4","234","36.7","S","41.3","37.3"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","29","Printed products","2017","S","S","S","822","S","S","S","36.2"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","30","Textiles, leather, and articles of textiles or leather","2017","995","134","S","695","32.0","38.5","S","12.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","31","Non-metallic mineral products","2017","3398","346","S","153","26.4","26.8","S","24.3"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","3599","S","377","497","37.3","S","47.2","35.1"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","33","Articles of base metal","2017","4112","239","116","346","22.2","24.9","33.3","19.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","34","Machinery","2017","79711","6927","2892","263","9.0","15.7","28.3","11.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","35","Electronic and other electrical equipment and components, and office equipment","2017","36240","5578","1793","605","15.4","23.4","28.1","11.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","36","Motorized and other vehicles (includes parts)","2017","433953","48195","18663","347","4.1","9.4","12.6","7.2"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","37","Transportation equipment, not elsewhere classified","2017","202","3","2","936","30.4","32.3","33.7","19.8"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","38","Precision instruments and apparatus","2017","S","S","S","618","S","S","S","20.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","392","34","S","358","22.0","48.8","S","37.0"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","40","Miscellaneous manufactured products","2017","3019","S","S","272","46.2","S","S","12.1"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","41","Waste and scrap","2017","1793","10559","743","64","47.4","35.8","21.1","37.3"
"0100000US","United States","null","4231","4","Motor vehicle and motor vehicle parts and supplies merchant wholesalers","null","423","4231","42","43","Mixed freight","2017","S","S","125","324","S","S","48.7","23.2"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","0000","All Commodities","2017","96286","24930","10476","699","3.4","8.1","8.9","5.3"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","02","Cereal grains (includes seed)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","24","10","S","1604","14.8","32.9","S","23.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","04","Animal feed, eggs, honey, and other products of animal origin","2017","31","20","2","S","40.3","29.1","20.6","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","06","Milled grain products and preparations, and bakery products","2017","S","1","S","1480","S","31.6","S","34.6"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","07","Other prepared foodstuffs and fats and oils","2017","18","1","Z","S","47.1","40.9","32.2","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","09","Tobacco products","2017","4","Z","Z","67","33.4","39.8","41.6","11.9"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","10","Monumental or building stone","2017","320","235","S","325","46.5","41.9","S","26.1"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","11","Natural sands","2017","S","S","S","25","S","S","S","20.1"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","12","Gravel and crushed stone (excludes dolomite and slate)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","13","Other non-metallic minerals, not elsewhere classified ","2017","S","S","20","S","S","S","48.7","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","19","Other coal and petroleum products, not elsewhere classified","2017","Z","Z","S","S","15.5","38.5","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","20","Basic chemicals","2017","90","12","2","S","46.1","45.0","44.0","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","21","Pharmaceutical products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","22","Fertilizers","2017","25","16","7","641","20.4","21.1","27.9","17.5"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","23","Other chemical products and preparations, not elsewhere classified","2017","1302","S","40","163","38.0","S","25.5","28.7"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","24","Plastics and rubber","2017","6151","2225","997","479","19.3","18.4","44.5","10.1"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","25","Logs and other wood in the rough","2017","7","3","S","230","47.0","42.4","S","35.5"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","26","Wood products","2017","5770","2741","504","281","8.9","19.2","24.4","28.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","27","Pulp, newsprint, paper, and paperboard","2017","48","16","S","697","22.8","30.7","S","39.8"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","28","Paper or paperboard articles","2017","113","28","S","209","29.5","35.9","S","35.7"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","29","Printed products","2017","50","5","2","803","33.6","38.6","35.6","16.0"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","30","Textiles, leather, and articles of textiles or leather","2017","21353","3936","2125","776","8.2","11.2","16.3","8.7"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","31","Non-metallic mineral products","2017","6604","3301","1386","644","10.0","11.0","23.4","11.5"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","1161","146","48","352","40.3","43.6","37.7","49.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","33","Articles of base metal","2017","1892","494","237","635","23.2","31.3","27.0","14.5"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","34","Machinery","2017","508","S","45","611","43.9","S","49.7","23.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","35","Electronic and other electrical equipment and components, and office equipment","2017","1306","125","108","982","20.2","42.7","33.8","10.9"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","36","Motorized and other vehicles (includes parts)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","38","Precision instruments and apparatus","2017","186","11","S","1066","35.0","40.0","S","27.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","35328","5709","3490","849","6.3","9.0","13.0","6.9"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","40","Miscellaneous manufactured products","2017","10441","2242","1109","684","9.9","23.0","12.7","11.4"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","41","Waste and scrap","2017","Z","S","S","S","0.7","S","S","S"
"0100000US","United States","null","4232","4","Furniture and home furnishing merchant wholesalers","null","423","4232","42","43","Mixed freight","2017","3337","591","204","569","23.7","32.6","34.7","17.3"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","0000","All Commodities","2017","173229","345473","31048","125","2.4","15.5","18.8","16.1"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","02","Cereal grains (includes seed)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","S","S","S","7","S","S","S","16.0"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","04","Animal feed, eggs, honey, and other products of animal origin","2017","S","S","S","12","S","S","S","32.3"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","06","Milled grain products and preparations, and bakery products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","07","Other prepared foodstuffs and fats and oils","2017","S","22","Z","26","S","42.6","37.4","19.0"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","10","Monumental or building stone","2017","3046","4254","1062","483","25.8","30.0","28.4","23.4"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","11","Natural sands","2017","473","S","S","S","43.9","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","12","Gravel and crushed stone (excludes dolomite and slate)","2017","1014","97073","3528","28","28.2","33.5","42.4","20.4"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","13","Other non-metallic minerals, not elsewhere classified ","2017","511","5130","130","41","28.8","42.5","46.2","30.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","14","Metallic ores and concentrates","2017","13","S","S","60","36.2","S","S","31.8"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","19","Other coal and petroleum products, not elsewhere classified","2017","310","3128","87","34","18.3","37.6","31.2","27.6"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","20","Basic chemicals","2017","S","80","S","S","S","31.8","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","21","Pharmaceutical products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","22","Fertilizers","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","23","Other chemical products and preparations, not elsewhere classified","2017","1140","293","29","42","18.4","17.2","36.9","16.3"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","24","Plastics and rubber","2017","11090","4174","432","86","11.7","11.7","25.2","18.2"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","25","Logs and other wood in the rough","2017","682","1372","444","S","32.9","39.7","33.5","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","26","Wood products","2017","80395","77036","13338","120","4.2","4.9","14.4","29.1"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","27","Pulp, newsprint, paper, and paperboard","2017","254","118","21","70","19.7","18.2","24.9","31.7"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","28","Paper or paperboard articles","2017","112","S","S","46","30.9","S","S","32.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","29","Printed products","2017","15","S","Z","68","30.7","S","37.9","39.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","30","Textiles, leather, and articles of textiles or leather","2017","715","174","37","76","20.1","24.8","31.3","13.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","31","Non-metallic mineral products","2017","35919","87740","5458","132","5.8","9.3","16.1","21.7"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","5941","3337","421","90","9.2","11.8","30.5","34.1"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","33","Articles of base metal","2017","12015","3631","499","124","12.1","16.9","21.8","22.4"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","34","Machinery","2017","1128","72","S","86","40.6","23.3","S","36.8"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","35","Electronic and other electrical equipment and components, and office equipment","2017","512","S","S","S","47.3","S","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","36","Motorized and other vehicles (includes parts)","2017","22","6","S","S","34.4","36.6","S","S"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","37","Transportation equipment, not elsewhere classified","2017","S","Z","S","27","S","45.0","S","26.4"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","38","Precision instruments and apparatus","2017","S","S","S","595","S","S","S","31.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","1725","361","97","208","28.0","34.0","47.6","20.6"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","40","Miscellaneous manufactured products","2017","8874","5471","405","169","13.3","20.6","14.9","22.7"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","41","Waste and scrap","2017","S","S","S","161","S","S","S","29.5"
"0100000US","United States","null","4233","4","Lumber and other construction materials merchant wholesalers","null","423","4233","42","43","Mixed freight","2017","6346","4026","317","128","13.4","19.0","28.4","25.0"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","0000","All Commodities","2017","520414","27497","12733","704","4.0","5.8","5.2","7.3"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","01","Animals and fish (live)","2017","82","2","2","1022","45.9","29.8","31.7","13.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","02","Cereal grains (includes seed)","2017","S","S","S","27","S","S","S","4.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","279","S","S","1069","46.1","S","S","18.6"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","04","Animal feed, eggs, honey, and other products of animal origin","2017","787","66","82","1069","29.3","26.3","43.8","19.9"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","05","Meat, poultry, fish, seafood, and their preparations","2017","S","S","S","868","S","S","S","36.9"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","06","Milled grain products and preparations, and bakery products","2017","S","S","S","779","S","S","S","22.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","07","Other prepared foodstuffs and fats and oils","2017","3273","799","S","279","32.5","41.2","S","28.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","08","Alcoholic beverages","2017","216","S","S","436","45.3","S","S","30.6"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","11","Natural sands","2017","8","S","S","1287","46.9","S","S","20.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","13","Other non-metallic minerals, not elsewhere classified ","2017","S","11","S","367","S","33.4","S","27.4"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","14","Metallic ores and concentrates","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","17","Gasoline and aviation turbine fuel","2017","Z","S","S","4","44.5","S","S","44.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","19","Other coal and petroleum products, not elsewhere classified","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","20","Basic chemicals","2017","11322","853","282","183","24.5","28.4","28.1","25.9"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","21","Pharmaceutical products","2017","65223","4088","1354","451","4.6","13.4","20.6","10.3"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","22","Fertilizers","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","23","Other chemical products and preparations, not elsewhere classified","2017","10286","2063","671","474","18.0","34.5","31.3","6.4"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","24","Plastics and rubber","2017","10046","1133","690","599","31.8","25.7","49.2","13.3"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","25","Logs and other wood in the rough","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","26","Wood products","2017","639","251","S","634","46.6","41.1","S","28.1"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","27","Pulp, newsprint, paper, and paperboard","2017","1230","199","S","131","44.5","35.0","S","26.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","28","Paper or paperboard articles","2017","4872","1363","590","310","21.0","20.2","39.3","17.4"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","29","Printed products","2017","854","34","S","699","41.6","44.8","S","19.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","30","Textiles, leather, and articles of textiles or leather","2017","4076","268","242","1057","18.9","25.6","25.7","13.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","31","Non-metallic mineral products","2017","2121","284","183","790","15.7","28.2","37.5","14.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","32","Base metal in primary or semi-finished forms and in finished basic shapes","2017","764","S","S","367","39.0","S","S","18.3"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","33","Articles of base metal","2017","4265","306","174","801","20.0","23.9","27.2","12.5"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","34","Machinery","2017","8813","S","271","562","14.7","S","47.7","18.2"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","35","Electronic and other electrical equipment and components, and office equipment","2017","184390","3937","2834","1120","6.3","23.0","13.5","7.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","36","Motorized and other vehicles (includes parts)","2017","148","3","2","572","34.8","34.1","48.3","30.0"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","38","Precision instruments and apparatus","2017","144317","3163","1592","794","6.6","19.2","12.9","4.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","39","Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs","2017","5570","429","396","1111","40.1","35.1","42.9","14.0"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","40","Miscellaneous manufactured products","2017","19548","1093","903","994","10.0","26.0","26.8","8.4"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","41","Waste and scrap","2017","S","S","S","290","S","S","S","30.7"
"0100000US","United States","null","4234","4","Professional and commercial equipment and supplies merchant wholesalers","null","423","4234","42","43","Mixed freight","2017","36828","3538","1008","415","9.6","14.9","15.9","11.0"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","0000","All Commodities","2017","199668","147377","33707","214","1.9","5.9","7.0","9.7"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","03","Agricultural products (excludes animal feed, cereal grains, and forage products)","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","04","Animal feed, eggs, honey, and other products of animal origin","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","06","Milled grain products and preparations, and bakery products","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","07","Other prepared foodstuffs and fats and oils","2017","4","6","Z","S","40.2","42.9","36.5","S"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","08","Alcoholic beverages","2017","S","S","S","S","S","S","S","S"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","11","Natural sands","2017","S","S","S","80","S","S","S","32.5"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","12","Gravel and crushed stone (excludes dolomite and slate)","2017","S","S","S","20","S","S","S","36.3"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","13","Other non-metallic minerals, not elsewhere classified ","2017","S","S","S","496","S","S","S","43.5"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","14","Metallic ores and concentrates","2017","2109","284","S","543","33.9","41.8","S","25.6"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","15","Coal","2017","S","7375","1632","153","S","43.6","48.5","24.4"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","19","Other coal and petroleum products, not elsewhere classified","2017","S","S","S","390","S","S","S","39.1"
"0100000US","United States","null","4235","4","Metal and mineral (except petroleum) merchant wholesalers","null","423","4235","42","20","Basic chemicals","2017","995","1078","728","351","46.5","16.6","20.5","15.4"
