SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/,,,,,,,,
(number of jobs) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,sector
39000,Ohio,701,        Motor vehicle and parts dealers,85066,86019,87106,85378,
39000,Ohio,702,        Furniture and home furnishings stores,24040,24038,24355,23020,
39000,Ohio,703,        Electronics and appliance stores,25096,25729,27485,26316,
39000,Ohio,704,        Building material and garden equipment and supplies dealers,50469,51572,52461,50677,
39000,Ohio,705,        Food and beverage stores,114330,112426,112959,119431,
39000,Ohio,706,        Health and personal care stores,54716,55810,56350,57772,
39000,Ohio,707,        Gasoline stations,38445,38613,39312,37477,
39000,Ohio,708,        Clothing and clothing accessories stores,54722,54534,55658,53219,
39000,Ohio,709,"        Sporting goods, hobby, musical instrument, and book stores",36939,36330,36875,35186,
39000,Ohio,711,        General merchandise stores,151415,148779,147873,140213,
39000,Ohio,712,        Miscellaneous store retailers,65022,66072,68457,70213,
39000,Ohio,713,        Nonstore retailers,95840,87406,88737,79345,
39000,Ohio,800,      Transportation and warehousing,203299,205462,215616,215525,13
39000,Ohio,801,        Air transportation,9576,10382,11359,12115,
39000,Ohio,802,        Rail transportation,8688,8687,8296,(D),
39000,Ohio,803,        Water transportation,1944,1832,1838,1769,
39000,Ohio,804,        Truck transportation,88947,87986,92328,91430,
39000,Ohio,805,        Transit and ground passenger transportation,11001,10973,10961,10945,
39000,Ohio,806,        Pipeline transportation,785,752,851,1028,
39000,Ohio,807,        Scenic and sightseeing transportation,480,446,(T),463,
39000,Ohio,808,        Support activities for transportation,20723,21368,22699,22453,
39000,Ohio,809,        Couriers and messengers,39409,39035,41639,(D),
39000,Ohio,811,        Warehousing and storage,21746,24001,25233,24844,
39000,Ohio,900,      Information,118286,118153,121277,119935,13
39000,Ohio,901,        Publishing industries (except Internet),41062,41368,41334,39651,
39000,Ohio,902,        Motion picture and sound recording industries,8986,9252,8736,8476,
39000,Ohio,903,        Broadcasting (except Internet),10824,10796,10998,10763,
39000,Ohio,904,        Internet publishing and broadcasting 3/,2508,2439,2542,3732,
39000,Ohio,905,        Telecommunications,40621,39128,42180,42108,
39000,Ohio,906,"        Data processing, hosting, and related services",12904,13817,14041,13813,
39000,Ohio,907,        Other information services 3/,1381,1353,1446,1392,
39000,Ohio,1000,      Finance and insurance,287057,294635,297383,294795,13
39000,Ohio,1001,        Monetary Authorities-central bank,1182,1127,1155,(D),
39000,Ohio,1002,        Credit intermediation and related activities,111383,116201,115563,116391,
39000,Ohio,1003,"        Securities, commodity contracts, and other financial investments and related activities",53983,(T),57778,53309,
39000,Ohio,1004,        Insurance carriers and related activities,114825,117187,116038,118352,
39000,Ohio,1005,"        Funds, trusts, and other financial vehicles",5684,6334,6849,(D),
39000,Ohio,1100,      Real estate and rental and leasing,190808,180349,198475,202213,13
39000,Ohio,1101,        Real estate,159468,149212,165776,169453,
39000,Ohio,1102,        Rental and leasing services,30573,30394,31922,31914,
39000,Ohio,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),767,743,777,846,
39000,Ohio,1200,"      Professional, scientific, and technical services",318622,333886,343748,348633,13
39000,Ohio,1300,      Management of companies and enterprises,85018,83018,85169,88895,13
39000,Ohio,1400,      Administrative and support and waste management and remediation services,365135,399052,400359,383672,13
39000,Ohio,1401,        Administrative and support services,349172,383410,384966,367958,
39000,Ohio,1402,        Waste management and remediation services,15963,15642,15393,15714,
39000,Ohio,1500,      Educational services,97908,101642,103165,108925,13
39000,Ohio,1600,      Health care and social assistance,643731,657734,670007,688661,13
39000,Ohio,1601,        Ambulatory health care services,212023,219509,225285,227713,
39000,Ohio,1602,        Hospitals,201430,200120,199839,204890,
39000,Ohio,1603,        Nursing and residential care facilities,147547,148749,150683,155721,
39000,Ohio,1604,        Social assistance,82731,89356,94200,100337,
39000,Ohio,1700,"      Arts, entertainment, and recreation",104613,110216,117160,113114,13
39000,Ohio,1701,"        Performing arts, spectator sports, and related industries",43595,47236,51325,49442,
39000,Ohio,1702,"        Museums, historical sites, and similar institutions",5594,6140,6530,6368,
39000,Ohio,1703,"        Amusement, gambling, and recreation industries",55424,56840,59305,57304,
39000,Ohio,1800,      Accommodation and food services,420630,428154,433145,436779,13
39000,Ohio,1801,        Accommodation,39225,40085,40509,38987,
39000,Ohio,1802,        Food services and drinking places,381405,388069,392636,397792,
39000,Ohio,1900,      Other services (except government and government enterprises),341553,350241,349839,362069,13
39000,Ohio,1901,        Repair and maintenance,79072,82001,81235,82570,
39000,Ohio,1902,        Personal and laundry services,100055,104788,106042,108287,
39000,Ohio,1903,"        Religious, grantmaking, civic, professional, and similar organizations",131149,133705,134882,144536,
39000,Ohio,1904,        Private households,31277,29747,27680,26676,
39000,Ohio,2000,    Government and government enterprises,803115,806920,822838,834415,
39000,Ohio,2001,      Federal civilian,83003,82806,86688,80502,
39000,Ohio,2002,      Military,36703,36181,36738,37067,
39000,Ohio,2010,      State and local,683409,687933,699412,716846,
39000,Ohio,2011,        State government,174264,173738,172661,177166,
39000,Ohio,2012,        Local government,509145,514195,526751,539680,
40000,Oklahoma,,Employment by place of work,,,,,
40000,Oklahoma,10,Total employment (number of jobs),1938705,1953349,1994373,2009183,
40000,Oklahoma,,By type,,,,,
40000,Oklahoma,20,  Wage and salary employment,1516388,1532662,1563936,1577432,
40000,Oklahoma,40,  Proprietors employment,422317,420687,430437,431751,
40000,Oklahoma,50,    Farm proprietors employment,86745,87469,88277,86922,
40000,Oklahoma,60,    Nonfarm proprietors employment 2/,335572,333218,342160,344829,
40000,Oklahoma,,By industry,,,,,
40000,Oklahoma,70,  Farm employment,97567,97464,100194,101315,14
40000,Oklahoma,80,  Nonfarm employment,1841138,1855885,1894179,1907868,
40000,Oklahoma,90,    Private nonfarm employment,1520754,1532259,1563746,1573104,
40000,Oklahoma,100,"      Forestry, fishing, and related activities",9130,8689,8214,7659,14
40000,Oklahoma,101,        Forestry and logging,1103,1121,1022,(D),
40000,Oklahoma,102,"        Fishing, hunting and trapping",(T),(T),(T),(D),
40000,Oklahoma,103,        Support activities for agriculture and forestry,7281,6909,6545,6201,
40000,Oklahoma,200,"      Mining, quarrying, and oil and gas extraction",57887,55643,52776,58320,4
40000,Oklahoma,201,        Oil and gas extraction,41983,40194,37354,40134,
40000,Oklahoma,202,        Mining (except oil and gas),2638,2567,2652,2560,
40000,Oklahoma,203,        Support activities for mining,13266,12882,12770,15626,
40000,Oklahoma,300,      Utilities,10016,10096,10447,11269,
40000,Oklahoma,400,      Construction,103471,105854,108612,111725,13
40000,Oklahoma,401,        Construction of buildings,19969,21338,22329,23775,
40000,Oklahoma,402,        Heavy and civil engineering construction,12896,13563,14176,15822,
40000,Oklahoma,403,        Specialty trade contractors,70606,70953,72107,72128,
40000,Oklahoma,500,      Manufacturing,177302,175758,178043,176089,
40000,Oklahoma,510,        Durable goods manufacturing,116850,115571,117368,117329,
40000,Oklahoma,511,          Wood product manufacturing,4263,4413,4339,4494,3
40000,Oklahoma,512,          Nonmetallic mineral product manufacturing,8797,8833,9197,8744,7
40000,Oklahoma,513,          Primary metal manufacturing,4420,4148,4597,4729,8
40000,Oklahoma,514,          Fabricated metal product manufacturing,26989,28123,28196,28956,8
40000,Oklahoma,515,          Machinery manufacturing,26808,25501,26794,27593,9
40000,Oklahoma,516,          Computer and electronic product manufacturing,12263,11323,11407,10629,10
40000,Oklahoma,517,"          Electrical equipment, appliance, and component manufacturing",3141,2915,3111,3309,10
40000,Oklahoma,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",14098,14742,14641,14967,11
40000,Oklahoma,519,          Other transportation equipment manufacturing,6031,5682,5554,5087,11
40000,Oklahoma,521,          Furniture and related product manufacturing,4127,4175,3821,3535,12
40000,Oklahoma,522,          Miscellaneous manufacturing,5913,5716,5711,5286,12
40000,Oklahoma,530,        Nondurable goods manufacturing,60452,60187,60675,58760,
40000,Oklahoma,531,          Food manufacturing,18825,19522,19965,20696,1
40000,Oklahoma,532,          Beverage and tobacco product manufacturing,2348,2361,2449,2561,1
40000,Oklahoma,533,          Textile mills,(T),(T),(T),121,2
40000,Oklahoma,534,          Textile product mills,1232,1118,1037,944,2
40000,Oklahoma,535,          Apparel manufacturing,5099,4569,4288,3496,2
40000,Oklahoma,536,          Leather and allied product manufacturing,630,598,558,520,2
40000,Oklahoma,537,          Paper manufacturing,3985,4017,4011,3741,3
40000,Oklahoma,538,          Printing and related support activities,6984,6954,6793,6173,3
40000,Oklahoma,539,          Petroleum and coal products manufacturing,2626,2487,2415,2566,4
40000,Oklahoma,541,          Chemical manufacturing,4417,4033,3997,3796,5
40000,Oklahoma,542,          Plastics and rubber products manufacturing,14023,14318,14937,14146,6
40000,Oklahoma,600,      Wholesale trade,61323,60705,61773,61105,13
40000,Oklahoma,700,      Retail trade,223840,220232,225007,222300,13
40000,Oklahoma,701,        Motor vehicle and parts dealers,27922,28138,28310,28522,
40000,Oklahoma,702,        Furniture and home furnishings stores,6150,5833,6020,5854,
40000,Oklahoma,703,        Electronics and appliance stores,7908,8507,8253,7480,
40000,Oklahoma,704,        Building material and garden equipment and supplies dealers,13250,13636,13532,13426,
40000,Oklahoma,705,        Food and beverage stores,29557,29153,29777,29219,
40000,Oklahoma,706,        Health and personal care stores,11917,11902,12325,12909,
40000,Oklahoma,707,        Gasoline stations,17620,16689,16614,16435,
40000,Oklahoma,708,        Clothing and clothing accessories stores,14012,13292,13277,13422,
40000,Oklahoma,709,"        Sporting goods, hobby, musical instrument, and book stores",9730,9516,9958,9057,
40000,Oklahoma,711,        General merchandise stores,37707,38803,41155,42526,
40000,Oklahoma,712,        Miscellaneous store retailers,22129,21712,22389,23463,
40000,Oklahoma,713,        Nonstore retailers,25938,23051,23397,19987,
40000,Oklahoma,800,      Transportation and warehousing,64145,61964,63491,61430,13
40000,Oklahoma,801,        Air transportation,10613,11148,11104,11191,
40000,Oklahoma,802,        Rail transportation,1850,1822,1671,1462,
40000,Oklahoma,803,        Water transportation,(T),(T),(T),(D),
40000,Oklahoma,804,        Truck transportation,30760,28341,29685,29468,
40000,Oklahoma,805,        Transit and ground passenger transportation,2358,2537,2377,1471,
40000,Oklahoma,806,        Pipeline transportation,2188,1825,1746,1352,
40000,Oklahoma,807,        Scenic and sightseeing transportation,(T),(T),(T),173,
40000,Oklahoma,808,        Support activities for transportation,5998,6012,6003,5194,
40000,Oklahoma,809,        Couriers and messengers,6209,6036,6413,(D),
40000,Oklahoma,811,        Warehousing and storage,3958,4011,4198,4561,
40000,Oklahoma,900,      Information,35522,35568,39389,40960,13
40000,Oklahoma,901,        Publishing industries (except Internet),7968,7401,7982,7708,
40000,Oklahoma,902,        Motion picture and sound recording industries,2576,2588,2404,2482,
40000,Oklahoma,903,        Broadcasting (except Internet),6332,6154,6473,7240,
40000,Oklahoma,904,        Internet publishing and broadcasting 3/,(T),(T),(T),177,
40000,Oklahoma,905,        Telecommunications,14713,15219,17885,18521,
40000,Oklahoma,906,"        Data processing, hosting, and related services",3411,3745,4066,4342,
40000,Oklahoma,907,        Other information services 3/,413,344,411,490,
40000,Oklahoma,1000,      Finance and insurance,77528,76369,77285,76758,13
40000,Oklahoma,1001,        Monetary Authorities-central bank,(T),(T),(T),(D),
40000,Oklahoma,1002,        Credit intermediation and related activities,31518,31217,30935,31242,
40000,Oklahoma,1003,"        Securities, commodity contracts, and other financial investments and related activities",16016,15231,16437,14774,
40000,Oklahoma,1004,        Insurance carriers and related activities,27903,27890,27647,28581,
40000,Oklahoma,1005,"        Funds, trusts, and other financial vehicles",(T),(T),(T),(D),
40000,Oklahoma,1100,      Real estate and rental and leasing,54635,51199,54817,56013,13
40000,Oklahoma,1101,        Real estate,39516,36129,39674,40374,
40000,Oklahoma,1102,        Rental and leasing services,14690,14565,14644,15102,
40000,Oklahoma,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(T),505,499,537,
40000,Oklahoma,1200,"      Professional, scientific, and technical services",85512,89574,91483,90004,13
40000,Oklahoma,1300,      Management of companies and enterprises,15118,14823,13878,13256,13
40000,Oklahoma,1400,      Administrative and support and waste management and remediation services,109700,117298,122404,123664,13
40000,Oklahoma,1401,        Administrative and support services,106457,113960,119189,120103,
40000,Oklahoma,1402,        Waste management and remediation services,3243,3338,3215,3561,
40000,Oklahoma,1500,      Educational services,18274,20264,20893,22413,13
40000,Oklahoma,1600,      Health care and social assistance,170996,173284,175514,173642,13
40000,Oklahoma,1601,        Ambulatory health care services,57836,59127,61198,61179,
40000,Oklahoma,1602,        Hospitals,43814,43867,42959,42216,
40000,Oklahoma,1603,        Nursing and residential care facilities,35741,34797,34519,36565,
40000,Oklahoma,1604,        Social assistance,33605,35493,36838,33682,
40000,Oklahoma,1700,"      Arts, entertainment, and recreation",22791,24378,25546,24466,13
40000,Oklahoma,1701,"        Performing arts, spectator sports, and related industries",10248,10916,11612,11105,
40000,Oklahoma,1702,"        Museums, historical sites, and similar institutions",(T),455,473,511,
40000,Oklahoma,1703,"        Amusement, gambling, and recreation industries",12088,13007,13461,12850,
40000,Oklahoma,1800,      Accommodation and food services,109779,114144,118802,123294,13
40000,Oklahoma,1801,        Accommodation,11656,11998,12245,12266,
40000,Oklahoma,1802,        Food services and drinking places,98123,102146,106557,111028,
40000,Oklahoma,1900,      Other services (except government and government enterprises),113785,116417,115372,118737,13
40000,Oklahoma,1901,        Repair and maintenance,26015,27030,26489,27805,
40000,Oklahoma,1902,        Personal and laundry services,32446,34525,34208,35191,
40000,Oklahoma,1903,"        Religious, grantmaking, civic, professional, and similar organizations",40798,41107,41985,43486,
40000,Oklahoma,1904,        Private households,14526,13755,12690,12255,
40000,Oklahoma,2000,    Government and government enterprises,320384,323626,330433,334764,
40000,Oklahoma,2001,      Federal civilian,44427,44575,47489,45012,
40000,Oklahoma,2002,      Military,41757,41226,41107,41109,
40000,Oklahoma,2010,      State and local,234200,237825,241837,248643,
40000,Oklahoma,2011,        State government,78046,79504,79805,80813,
40000,Oklahoma,2012,        Local government,156154,158321,162032,167830,
41000,Oregon,,Employment by place of work,,,,,
41000,Oregon,10,Total employment (number of jobs),2021755,2051144,2092153,2079058,
41000,Oregon,,By type,,,,,
41000,Oregon,20,  Wage and salary employment,1624801,1653048,1684455,1672920,
41000,Oregon,40,  Proprietors employment,396954,398096,407698,406138,
41000,Oregon,50,    Farm proprietors employment,39495,40378,40008,39925,
41000,Oregon,60,    Nonfarm proprietors employment 2/,357459,357718,367690,366213,
41000,Oregon,,By industry,,,,,
41000,Oregon,70,  Farm employment,66167,69093,65675,67782,14
41000,Oregon,80,  Nonfarm employment,1955588,1982051,2026478,2011276,
41000,Oregon,90,    Private nonfarm employment,1692704,1713481,1748634,1733173,
41000,Oregon,100,"      Forestry, fishing, and related activities",31317,30670,29439,28459,14
41000,Oregon,101,        Forestry and logging,12252,12243,11532,11215,
41000,Oregon,102,"        Fishing, hunting and trapping",4549,4184,3955,3096,
41000,Oregon,103,        Support activities for agriculture and forestry,14516,14243,13952,14148,
41000,Oregon,200,"      Mining, quarrying, and oil and gas extraction",3595,3622,3439,3489,4
41000,Oregon,201,        Oil and gas extraction,(T),(T),(T),(D),
41000,Oregon,202,        Mining (except oil and gas),2609,2641,2534,2663,
41000,Oregon,203,        Support activities for mining,(T),(T),(T),(D),
41000,Oregon,300,      Utilities,5618,5491,5351,5528,
41000,Oregon,400,      Construction,120303,120951,120990,118418,13
41000,Oregon,401,        Construction of buildings,31849,32667,32298,31888,
41000,Oregon,402,        Heavy and civil engineering construction,12176,12615,12586,11964,
41000,Oregon,403,        Specialty trade contractors,76278,75669,76106,74566,
41000,Oregon,500,      Manufacturing,238241,232609,233467,226468,
41000,Oregon,510,        Durable goods manufacturing,174163,170212,171926,168370,
41000,Oregon,511,          Wood product manufacturing,38745,38320,37379,34739,3
41000,Oregon,512,          Nonmetallic mineral product manufacturing,5960,5927,5840,5824,7
41000,Oregon,513,          Primary metal manufacturing,10291,9878,9637,9708,8
41000,Oregon,514,          Fabricated metal product manufacturing,19368,18902,19073,18226,8
41000,Oregon,515,          Machinery manufacturing,15234,14600,14685,13926,9
41000,Oregon,516,          Computer and electronic product manufacturing,48421,46490,48448,49678,10
41000,Oregon,517,"          Electrical equipment, appliance, and component manufacturing",2800,2833,3107,3144,10
41000,Oregon,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",8706,9324,9712,9788,11
41000,Oregon,519,          Other transportation equipment manufacturing,5784,5629,5753,5811,11
41000,Oregon,521,          Furniture and related product manufacturing,8544,8711,8668,8493,12
41000,Oregon,522,          Miscellaneous manufacturing,10310,9598,9624,9033,12
41000,Oregon,530,        Nondurable goods manufacturing,64078,62397,61541,58098,
41000,Oregon,531,          Food manufacturing,25159,24223,23938,22800,1
41000,Oregon,532,          Beverage and tobacco product manufacturing,2635,2622,2481,2461,1
41000,Oregon,533,          Textile mills,(T),(T),(T),263,2
41000,Oregon,534,          Textile product mills,1279,1243,1231,1211,2
41000,Oregon,535,          Apparel manufacturing,2531,2275,2169,2433,2
41000,Oregon,536,          Leather and allied product manufacturing,582,629,635,515,2
41000,Oregon,537,          Paper manufacturing,8378,8016,7826,7256,3
41000,Oregon,538,          Printing and related support activities,10813,10585,10512,9663,3
41000,Oregon,539,          Petroleum and coal products manufacturing,444,467,469,425,4
41000,Oregon,541,          Chemical manufacturing,4560,4496,4451,4250,5
41000,Oregon,542,          Plastics and rubber products manufacturing,7350,7517,7532,6821,6
41000,Oregon,600,      Wholesale trade,81856,81792,83579,81324,13
41000,Oregon,700,      Retail trade,241097,238328,241836,234294,13
41000,Oregon,701,        Motor vehicle and parts dealers,28875,29515,29859,29408,
41000,Oregon,702,        Furniture and home furnishings stores,7686,7784,7897,7586,
41000,Oregon,703,        Electronics and appliance stores,7240,7101,7039,6656,
41000,Oregon,704,        Building material and garden equipment and supplies dealers,15007,15149,14988,14236,
41000,Oregon,705,        Food and beverage stores,38184,38645,39295,38878,
41000,Oregon,706,        Health and personal care stores,8328,7930,7750,7883,
41000,Oregon,707,        Gasoline stations,13256,13198,13324,12592,
41000,Oregon,708,        Clothing and clothing accessories stores,16823,17057,17466,17641,
41000,Oregon,709,"        Sporting goods, hobby, musical instrument, and book stores",14178,13639,13824,13188,
41000,Oregon,711,        General merchandise stores,36426,36472,37846,37292,
41000,Oregon,712,        Miscellaneous store retailers,21985,21803,22022,22236,
41000,Oregon,713,        Nonstore retailers,33109,30035,30526,26698,
41000,Oregon,800,      Transportation and warehousing,62214,62601,64302,63132,13
41000,Oregon,801,        Air transportation,5086,5628,5698,5529,
41000,Oregon,802,        Rail transportation,2796,2753,2555,2619,
41000,Oregon,803,        Water transportation,418,458,439,445,
41000,Oregon,804,        Truck transportation,24866,24423,25653,24328,
41000,Oregon,805,        Transit and ground passenger transportation,5354,5305,5303,5350,
41000,Oregon,806,        Pipeline transportation,259,273,259,(D),
41000,Oregon,807,        Scenic and sightseeing transportation,463,477,500,448,
41000,Oregon,808,        Support activities for transportation,6739,7093,7135,7349,
41000,Oregon,809,        Couriers and messengers,9383,9158,9430,(D),
41000,Oregon,811,        Warehousing and storage,6850,7033,7330,7664,
41000,Oregon,900,      Information,40963,42143,45691,45509,13
41000,Oregon,901,        Publishing industries (except Internet),16566,17011,18719,18849,
41000,Oregon,902,        Motion picture and sound recording industries,5049,5108,4906,4829,
41000,Oregon,903,        Broadcasting (except Internet),4212,4141,4747,4887,
41000,Oregon,904,        Internet publishing and broadcasting 3/,(T),267,312,306,
41000,Oregon,905,        Telecommunications,10613,11029,12070,12007,
41000,Oregon,906,"        Data processing, hosting, and related services",4031,4281,4618,4309,
41000,Oregon,907,        Other information services 3/,(T),(T),319,322,
41000,Oregon,1000,      Finance and insurance,79984,82174,81777,80516,13
41000,Oregon,1001,        Monetary Authorities-central bank,(T),(T),(T),151,
41000,Oregon,1002,        Credit intermediation and related activities,26306,28683,27816,28160,
41000,Oregon,1003,"        Securities, commodity contracts, and other financial investments and related activities",18690,18074,19387,17619,
41000,Oregon,1004,        Insurance carriers and related activities,32632,33113,32052,32186,
41000,Oregon,1005,"        Funds, trusts, and other financial vehicles",2190,2166,2381,2400,
41000,Oregon,1100,      Real estate and rental and leasing,75417,70480,76561,77669,13
41000,Oregon,1101,        Real estate,62793,58571,63955,64938,
41000,Oregon,1102,        Rental and leasing services,12282,11594,12292,12399,
41000,Oregon,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),342,315,314,332,
41000,Oregon,1200,"      Professional, scientific, and technical services",106905,110421,113607,113528,13
41000,Oregon,1300,      Management of companies and enterprises,24336,26051,26804,27603,13
41000,Oregon,1400,      Administrative and support and waste management and remediation services,101411,106126,109449,107971,13
41000,Oregon,1401,        Administrative and support services,96861,101462,104691,102884,
41000,Oregon,1402,        Waste management and remediation services,4550,4664,4758,5087,
41000,Oregon,1500,      Educational services,29225,31692,32595,34613,13
41000,Oregon,1600,      Health care and social assistance,173601,182256,188146,192985,13
41000,Oregon,1601,        Ambulatory health care services,61929,64313,66156,67771,
41000,Oregon,1602,        Hospitals,41134,42212,42242,43987,
41000,Oregon,1603,        Nursing and residential care facilities,34203,35852,37514,37945,
41000,Oregon,1604,        Social assistance,36335,39879,42234,43282,
41000,Oregon,1700,"      Arts, entertainment, and recreation",38862,41211,43249,41605,13
41000,Oregon,1701,"        Performing arts, spectator sports, and related industries",20939,22824,24177,22566,
41000,Oregon,1702,"        Museums, historical sites, and similar institutions",1240,1254,1352,1463,
41000,Oregon,1703,"        Amusement, gambling, and recreation industries",16683,17133,17720,17576,
41000,Oregon,1800,      Accommodation and food services,133373,136182,139241,140251,13
41000,Oregon,1801,        Accommodation,23404,24498,24824,24076,
41000,Oregon,1802,        Food services and drinking places,109969,111684,114417,116175,
41000,Oregon,1900,      Other services (except government and government enterprises),104386,108681,109111,109811,13
41000,Oregon,1901,        Repair and maintenance,27309,28215,27614,28608,
41000,Oregon,1902,        Personal and laundry services,27688,29289,28976,29457,
41000,Oregon,1903,"        Religious, grantmaking, civic, professional, and similar organizations",31826,32677,32934,32936,
41000,Oregon,1904,        Private households,17563,18500,19587,18810,
41000,Oregon,2000,    Government and government enterprises,262884,268570,277844,278103,
41000,Oregon,2001,      Federal civilian,29927,29706,31172,29106,
41000,Oregon,2002,      Military,12724,12601,12907,12681,
41000,Oregon,2010,      State and local,220233,226263,233765,236316,
41000,Oregon,2011,        State government,58620,59003,61181,60815,
41000,Oregon,2012,        Local government,161613,167260,172584,175501,
42000,Pennsylvania,,Employment by place of work,,,,,
42000,Pennsylvania,10,Total employment (number of jobs),6657699,6764360,6905286,6915464,
42000,Pennsylvania,,By type,,,,,
42000,Pennsylvania,20,  Wage and salary employment,5673172,5771841,5876001,5876807,
42000,Pennsylvania,40,  Proprietors employment,984527,992519,1029285,1038657,
42000,Pennsylvania,50,    Farm proprietors employment,62911,61462,61537,60684,
42000,Pennsylvania,60,    Nonfarm proprietors employment 2/,921616,931057,967748,977973,
42000,Pennsylvania,,By industry,,,,,
42000,Pennsylvania,70,  Farm employment,81650,82522,85561,83528,14
42000,Pennsylvania,80,  Nonfarm employment,6576049,6681838,6819725,6831936,
42000,Pennsylvania,90,    Private nonfarm employment,5814193,5915283,6034449,6039549,
42000,Pennsylvania,100,"      Forestry, fishing, and related activities",17528,17246,16195,15731,14
42000,Pennsylvania,101,        Forestry and logging,5087,5366,4745,(D),
42000,Pennsylvania,102,"        Fishing, hunting and trapping",(T),(T),1137,(D),
42000,Pennsylvania,103,        Support activities for agriculture and forestry,11291,10772,10313,10147,
42000,Pennsylvania,200,"      Mining, quarrying, and oil and gas extraction",28619,27713,26339,27200,4
42000,Pennsylvania,201,        Oil and gas extraction,6812,6698,6167,6575,
42000,Pennsylvania,202,        Mining (except oil and gas),19151,18383,17442,17824,
42000,Pennsylvania,203,        Support activities for mining,2656,2632,2730,2801,
42000,Pennsylvania,300,      Utilities,33062,31873,34999,33354,
42000,Pennsylvania,400,      Construction,340060,355511,365664,375449,13
42000,Pennsylvania,401,        Construction of buildings,77467,82681,85567,87870,
42000,Pennsylvania,402,        Heavy and civil engineering construction,30394,31810,33311,35211,
42000,Pennsylvania,403,        Specialty trade contractors,232199,241020,246786,252368,
42000,Pennsylvania,500,      Manufacturing,894901,877751,879394,840880,
42000,Pennsylvania,510,        Durable goods manufacturing,541416,530794,534638,505882,
42000,Pennsylvania,511,          Wood product manufacturing,31458,31889,32315,32126,3
42000,Pennsylvania,512,          Nonmetallic mineral product manufacturing,36997,36742,36930,35596,7
42000,Pennsylvania,513,          Primary metal manufacturing,59475,57389,57699,53900,8
42000,Pennsylvania,514,          Fabricated metal product manufacturing,107055,106470,107739,104128,8
42000,Pennsylvania,515,          Machinery manufacturing,81279,78285,76181,70391,9
42000,Pennsylvania,516,          Computer and electronic product manufacturing,66339,64635,68090,64892,10
42000,Pennsylvania,517,"          Electrical equipment, appliance, and component manufacturing",35220,33008,32348,30253,10
42000,Pennsylvania,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",26723,26778,27335,(D),11
42000,Pennsylvania,519,          Other transportation equipment manufacturing,32269,29273,29037,(D),11
42000,Pennsylvania,521,          Furniture and related product manufacturing,27611,29020,29376,29177,12
42000,Pennsylvania,522,          Miscellaneous manufacturing,36990,37305,37588,36481,12
42000,Pennsylvania,530,        Nondurable goods manufacturing,353485,346957,344756,334998,
42000,Pennsylvania,531,          Food manufacturing,79576,78915,78753,78471,1
42000,Pennsylvania,532,          Beverage and tobacco product manufacturing,9087,9484,10020,10892,1
42000,Pennsylvania,533,          Textile mills,13874,12790,12245,11154,2
42000,Pennsylvania,534,          Textile product mills,9268,9148,9252,8966,2
42000,Pennsylvania,535,          Apparel manufacturing,36339,32421,28889,24761,2
42000,Pennsylvania,536,          Leather and allied product manufacturing,5183,4979,4651,3923,2
42000,Pennsylvania,537,          Paper manufacturing,35325,34296,34056,33011,3
42000,Pennsylvania,538,          Printing and related support activities,48823,48081,48064,46406,3
42000,Pennsylvania,539,          Petroleum and coal products manufacturing,7997,7730,7601,7561,4
42000,Pennsylvania,541,          Chemical manufacturing,61278,61015,62321,62514,5
42000,Pennsylvania,542,          Plastics and rubber products manufacturing,46735,48098,48904,47339,6
42000,Pennsylvania,600,      Wholesale trade,237627,240718,245756,246748,13
42000,Pennsylvania,700,      Retail trade,805658,804745,818992,806059,13
42000,Pennsylvania,701,        Motor vehicle and parts dealers,82180,83544,85377,86200,
42000,Pennsylvania,702,        Furniture and home furnishings stores,22339,22849,23900,23782,
42000,Pennsylvania,703,        Electronics and appliance stores,21184,21896,23752,23365,
42000,Pennsylvania,704,        Building material and garden equipment and supplies dealers,46715,48446,49175,48566,
42000,Pennsylvania,705,        Food and beverage stores,162508,163612,161659,160688,
42000,Pennsylvania,706,        Health and personal care stores,53161,52619,54369,55037,
42000,Pennsylvania,707,        Gasoline stations,40197,39863,40126,38842,
42000,Pennsylvania,708,        Clothing and clothing accessories stores,62310,62522,63703,64259,
42000,Pennsylvania,709,"        Sporting goods, hobby, musical instrument, and book stores",39333,38024,38913,36739,
42000,Pennsylvania,711,        General merchandise stores,110511,113758,116461,112746,
42000,Pennsylvania,712,        Miscellaneous store retailers,68372,67857,70035,75221,
42000,Pennsylvania,713,        Nonstore retailers,96848,89755,91522,80614,
42000,Pennsylvania,800,      Transportation and warehousing,223139,224300,237093,241513,13
42000,Pennsylvania,801,        Air transportation,22549,23391,24661,25464,
42000,Pennsylvania,802,        Rail transportation,12186,11708,11093,(D),
42000,Pennsylvania,803,        Water transportation,1417,1381,1190,1055,
42000,Pennsylvania,804,        Truck transportation,77827,78026,83945,84708,
42000,Pennsylvania,805,        Transit and ground passenger transportation,34485,34383,35161,33981,
